source_id,source_name,source_url,item_url,title,summary,language,score,tags,first_seen,last_seen,deadline,amount,eligibility,country,level
udem_bourses,Université de Montréal – Bourses,https://bourses.umontreal.ca,https://bourses.umontreal.ca/repertoire-des-bourses/detail-dune-bourse/bid/2197/bsl/Bourses-d-études-supérieures-en-recherche-du-Canada-Doctorat-CRSH-CRSNG-IRSC-,Bourses d'études supérieures en recherche du Canada - Doctorat (CRSH/CRSNG/IRSC) Montant : 40 000$/année (Max. 3 ans) Date limite : 8 septembre 2025 Le programme de Bourses d'études supérieures en recherche du Canada au niveau du doctorat (BESRC D) vise à reconnaître et à soutenir la relève remarqua,,fr,9,"ai,bourse,bourses,deadline,it,ti,études supérieures",2025-08-09T20:43:24.966976+00:00,2025-08-09T20:43:24.966976+00:00,2025-09-08,$ 40000,eu,Canada,PhD
udem_bourses,Université de Montréal – Bourses,https://bourses.umontreal.ca,https://bourses.umontreal.ca/repertoire-des-bourses/detail-dune-bourse/bid/2166/bsl/Reconnaissance-des-Premiers-Peuples-par-les-Services-à-la-vie-étudiante,Reconnaissance des Premiers Peuples par les Services à la vie étudiante Montant : Montants variables Date limite : 11 septembre 2025 Bourses provenant de différents fonds pour encourager et reconnaitre les personnes aux études issues des Premiers Peuples.,,fr,8,"ai,bourse,bourses,deadline,ia,it",2025-08-09T20:43:24.966976+00:00,2025-08-09T20:43:24.966976+00:00,2025-09-11,11,eu,,
udem_bourses,Université de Montréal – Bourses,https://bourses.umontreal.ca,https://bourses.umontreal.ca/repertoire-des-bourses/detail-dune-bourse/bid/2202/bsl/Bourse-de-congé-parental,Bourse de congé parental Montant : 6 000 $ Date limite : 28 octobre 2025,,fr,8,"ai,bourse,bourses,deadline,it,tal",2025-08-09T20:43:24.966976+00:00,2025-08-09T20:43:24.966976+00:00,2025-10-28,$ 6000,,,
udem_bourses,Université de Montréal – Bourses,https://bourses.umontreal.ca,https://bourses.umontreal.ca/repertoire-des-bourses/detail-dune-bourse/bid/2200/bsl/Bourses-de-maîtrise-de-doctorat-en-recherche-et-de-réintégration-bourses-postdoctorales-Fonds-de-recherche-du-Québec-Tous-les-secteurs,"Bourses de maîtrise, de doctorat en recherche et de réintégration, bourses postdoctorales Fonds de recherche du Québec – Tous les secteurs Montant : Maîtrise: 20 000 $ à 39 323$ / an (max. 6 sessions); Doctorat: 25 000 $ à 39 323 $/ an (max. 12 sessions); Postdoctorat et Post-diplôme professionnel:",,fr,12,"ai,bourse,bourses,deadline,fellowship,it,maîtrise,ti",2025-08-09T20:43:24.966976+00:00,2025-08-09T20:43:24.966976+00:00,,$ 20000,eu,Canada,Master
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards/nags-masters-thesis-and-doctoral-dissertation-awards,NAGS Master’s Thesis and Doctoral Dissertation Awards,,en,11,"awards,dissertation,master,masters,thesis,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,Master
si_swedish_institute,Swedish Institute – Global Professionals,https://si.se,https://si.se/en/apply/faq-scholarships-on-masters-level,Frequently Asked Questions.,,en,10,"master,masters,scholarship,scholarships,ti",2025-08-09T20:43:22.516508+00:00,2025-08-09T20:43:22.516508+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards/canada-graduate-scholarships-cgs-m-program,Canada Graduate Scholarships-Master’s (CGS-M) Program,,en,10,"awards,graduate,master,scholarship,scholarships",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,Canada,Master
udem_bourses,Université de Montréal – Bourses,https://bourses.umontreal.ca,https://bourses.umontreal.ca/repertoire-des-bourses/detail-dune-bourse/bid/2078/bsl/Bourses-d-excellence-Nguyen-Van-Hoc-et-Bùi-Thi-Xuan-Dien-Nguyen-Hung-Anh-et-Thai-Dieu-Loan,Bourses d'excellence Nguyen Van Hoc et Bùi Thi Xuan Dien / Nguyen Hung Anh et Thai Dieu Loan Montant : 3 000$ Date limite : Aucune date limite Bourses d'excellence offertes aux étudiant(e)s du baccalauréat et du doctorat de 1er cycle ayant la plus forte cote R à l'admission.,,fr,8,"ai,bourse,bourses,deadline,ia,it",2025-08-09T20:43:24.966976+00:00,2025-08-09T20:43:24.966976+00:00,,$ 3000,eu,,PhD
si_swedish_institute,Swedish Institute – Global Professionals,https://si.se,https://www.universityadmissions.se/en/apply-to-masters,UniversityAdmissions.se,,en,8,"it,master,masters",2025-08-09T20:43:22.516508+00:00,2025-08-09T20:43:22.516508+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-category/masters-awards,Master's Awards,,en,8,"awards,master,masters",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,Master
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-funding/scholarships-awards/ontario-graduate-scholarship-application-instructions,Ontario Graduate Scholarship Application Instructions,,en,8,"awards,funding,graduate,scholarship,scholarships,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,Canada,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-funding/scholarships-awards/ontario-graduate-scholarship-application-instructions/referee-instructions,U of T OGS Academic Assessment Report — Instructions for Referees,,en,8,"awards,funding,graduate,scholarship,scholarships,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fprograms-programmes%2Feducation_cost-cout_education.aspx%3Flang%3Deng,Study costs for international students,,en,7,"bourse,bourses,international students,ms,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,international,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fscholarships-bourses%2Fcan%2Finstitutions%2Fstudy-in-canada-sep-etudes-au-canada-pct.aspx%3Flang%3Deng,Study in Canada Scholarships,,en,7,"bourse,bourses,canada scholarship,it,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,Canada,
tum_scholarships,TU Munich – Scholarships,https://www.tum.de,https://www.tum.de/scholarships/en/studies/application/application-info-portal/application-for-master-craftspersons-and-qualified-professionals,Application for master craftspersons and qualified professionals,,en|de,7,"master,scholarship,scholarships,tal,ti",2025-08-09T20:44:36.960154+00:00,2025-08-09T20:44:36.960154+00:00,,,,,Master
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards/canada-graduate-scholarships-doctoral-cgs-d-program,Canada Graduate Scholarships-Doctoral (CGS D​) Program​-discontinued,,en,7,"awards,graduate,scholarship,scholarships,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,Canada,PhD
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-funding/financial-aid-advising/sgs-grants-bursaries-emergency-funding,"SGS Grants, Bursaries, & Emergency Funding",,en,7,"ai,awards,bursaries,funding,grant,grants,ia",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
lmu_scholarships,LMU Munich scholarships,https://www.en.uni-muenchen.de,https://www.en.uni-muenchen.de/students/int_student_guide/financial_issues/scholarships/index.html/https:/lsf.verwaltung.uni-muenchen.de/qisserver/rds?breadcrumb=lectureindex&category=veranstaltung.browse&init=y&navigationPosition=functions%2Clectureindex&noDBAction=y&search=1&state=wtree&subitem=lectureindex&topitem=locallinks,Read more,,en,7,"ia,it,ml,scholarship,scholarships,tal,ti",2025-08-10T00:15:17.473340+00:00,2025-08-10T00:15:17.473340+00:00,,,,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fscholarships-bourses%2Fcan%2Finstitutions%2Felap-pfla.aspx%3Flang%3Deng,Emerging Leaders in the Americas Program,,en|fr,6,"bourse,bourses,it,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fscholarships-bourses%2Fcan%2Finstitutions%2Fasean-anase.aspx%3Flang%3Deng,Canada-ASEAN Scholarships and Educational Exchanges for Development,,en,6,"bourse,bourses,it,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,Canada,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fscholarships-bourses%2Fnon_can%2Fbcdi2030.aspx%3Flang%3Deng,Canadian International Development Scholarships 2030,,en,6,"bourse,bourses,ia,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,2030,international,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fscholarships-bourses%2Fnon_can%2Finstitutions%2Foas-oea.aspx%3Flang%3Deng,Organization of American States Academic Scholarships Program,,en,6,"bourse,bourses,it,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fscholarships-bourses%2Ftestimonials-temoignages%2Festeban-davila.aspx%3Flang%3Deng,Testimonial from an international scholarship recipient,,en,6,"bourse,bourses,ia,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,international,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships/scholarships-bourses/testimonials-temoignages/index.aspx?lang=eng,Testimonials,,en|fr,6,"bourse,bourses,ia,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,,
ubc_awards,UBC – Graduate Awards,https://www.grad.ubc.ca,https://www.grad.ubc.ca/awards/prospective-students/graduate-degree-programs,Graduate Degree Programs,,en,6,"awards,graduate,ms,ti",2025-08-09T20:44:13.983131+00:00,2025-08-09T20:44:13.983131+00:00,,,,,
ubc_awards,UBC – Graduate Awards,https://www.grad.ubc.ca,https://www.grad.ubc.ca/awards/scholarships-awards-funding/award-opportunities,Award Opportunities,,en,6,"awards,funding,it,scholarship,scholarships,ti",2025-08-09T20:44:13.983131+00:00,2025-08-09T20:44:13.983131+00:00,,,,,
ubc_awards,UBC – Graduate Awards,https://www.grad.ubc.ca,https://www.grad.ubc.ca/awards/scholarships-awards-funding/killam-awards-fellowships,Killam Awards & Fellowships,,en,6,"awards,fellowship,fellowships,funding,scholarship,scholarships",2025-08-09T20:44:13.983131+00:00,2025-08-09T20:44:13.983131+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards/council-of-graduate-schools-proquest-distinguished-dissertation-awards,CGS/ProQuest Distinguished Dissertation Awards,,en,6,"awards,dissertation,graduate,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fscholarships-bourses%2Findex.aspx%3Flang%3Deng,International scholarships,,en,5,"bourse,bourses,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,international,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fstudy-plan-etudes%2Fbefore-avant%2Fpermits-visas-permis.aspx%3Flang%3Deng,Study permits and visas,,en|fr,5,"bourse,bourses,it,scholarship,scholarships",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fblog-blogue%2Findex.aspx%3Flang%3Deng,Beyond borders: education stories,,en|fr,5,"bourse,bourses,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships-bourses/non_can/index.aspx?lang=eng%2Fscholarships-bourses%2Fnon_can%2Fccsep-peucc.aspx%3Flang%3Deng,Canada-China Scholars’ Exchange Program,,en|fr,5,"bourse,bourses,cs,scholarship,scholarships",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,Canada,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships/scholarships-bourses/can/index.aspx?lang=eng,Scholarships for Canadians,,en,5,"bourse,bourses,ia,scholarship,scholarships",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships/scholarships-bourses/non_can/index.aspx?lang=eng,Scholarships for international applicants,,en,5,"bourse,bourses,scholarship,scholarships,ti",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,international,,
educanada_non_can,EduCanada – Scholarships for non-Canadians,https://www.educanada.ca,https://www.educanada.ca/scholarships/scholarships-bourses/can/ccsep-peucc.aspx?lang=eng,Canada-China Scholars' Exchange Program,,en|fr,5,"bourse,bourses,cs,scholarship,scholarships",2025-08-09T20:42:35.202187+00:00,2025-08-09T20:42:35.202187+00:00,,,,Canada,
study_in_europe,EU – Study in Europe: Scholarships,https://education.ec.europa.eu,https://education.ec.europa.eu/funding/focus-topics/digital-education/tools-for-schools-and-educators,SELFIE tools for schools and educators,,en,5,"cs,funding,it,tal,ti",2025-08-09T20:42:37.947295+00:00,2025-08-09T20:42:37.947295+00:00,,,,,
study_in_europe,EU – Study in Europe: Scholarships,https://education.ec.europa.eu,https://education.ec.europa.eu/funding/focus-topics/digital-education/plan,Digital Education Action Plan,,en,5,"cs,funding,it,tal,ti",2025-08-09T20:42:37.947295+00:00,2025-08-09T20:42:37.947295+00:00,,,,,
study_in_europe,EU – Study in Europe: Scholarships,https://education.ec.europa.eu,https://education.ec.europa.eu/funding/focus-topics/digital-education/action-plan/european-digital-education-hub,European Digital Education Hub,,en,5,"cs,funding,it,tal,ti",2025-08-09T20:42:37.947295+00:00,2025-08-09T20:42:37.947295+00:00,,,eu,,
udem_bourses,Université de Montréal – Bourses,https://bourses.umontreal.ca,https://bourses.umontreal.ca/preparer-mon-dossier/des-specialistes-pour-maider,Préparer mon dossier,,fr,5,"ai,aide,bourse,bourses,ia",2025-08-09T20:43:24.966976+00:00,2025-08-09T20:43:24.966976+00:00,,,,,
udem_bourses,Université de Montréal – Bourses,https://bourses.umontreal.ca,https://nouvelles.umontreal.ca/article/2024/04/10/l-udem-honore-des-titulaires-de-bourses-d-exception,Voir l'article,,fr,5,"ai,bourse,bourses,it,ti",2025-08-09T20:43:24.966976+00:00,2025-08-09T20:43:24.966976+00:00,,,,,
si_swedish_institute,Swedish Institute – Global Professionals,https://si.se,https://www.universityadmissions.se/en/fees-scholarships-residence-permit/who-is-required-to-pay-fees,Find out if you are liable for tuition fees here.,,en,5,"ia,it,scholarship,scholarships,ti",2025-08-09T20:43:22.516508+00:00,2025-08-09T20:43:22.516508+00:00,,,,,
si_swedish_institute,Swedish Institute – Global Professionals,https://si.se,https://si.se/en/we-dont-need-perfect-conditions-to-start-just-purpose-and-courage,"SI scholarships, SI stories, SISGP stories “We don’t need perfect conditions to start—just purpose and courage” Damilola Hamid Balogun from Nigeria reflects on his journey as an SI scholarship holder, his work empowering youth across Africa, and what it means to be named one of Forbes…",,en,5,"ia,it,scholarship,scholarships,ti",2025-08-09T20:43:22.516508+00:00,2025-08-09T20:43:22.516508+00:00,,,,,
si_swedish_institute,Swedish Institute – Global Professionals,https://si.se,https://si.se/en/marcela-miranda,"Alumni, Nobel Prize Teacher Summit, SI scholarships, SISGP stories, The 2030 Agenda Driving climate solutions and alumni engagement Marcela Miranda’s journey with Sweden began as an SI Scholar, and she has stayed connected ever since. Back in Brazil, she has worked across climate education and susta",,en,5,"ai,it,scholarship,scholarships,ti",2025-08-09T20:43:22.516508+00:00,2025-08-09T20:43:22.516508+00:00,,2030,,,
ubc_awards,UBC – Graduate Awards,https://www.grad.ubc.ca,https://www.grad.ubc.ca/awards/campus-community/graduate-student-spaces,Graduate Student Spaces,,en,5,"awards,graduate,it",2025-08-09T20:44:13.983131+00:00,2025-08-09T20:44:13.983131+00:00,,,,,
ubc_awards,UBC – Graduate Awards,https://www.grad.ubc.ca,https://www.grad.ubc.ca/awards/campus-community/graduate-life-centre,Graduate Life Centre,,en,5,"awards,graduate,it",2025-08-09T20:44:13.983131+00:00,2025-08-09T20:44:13.983131+00:00,,,,,
ubc_awards,UBC – Graduate Awards,https://www.grad.ubc.ca,https://www.grad.ubc.ca/awards/campus-community/graduate-student-ambassadors,Graduate Student Ambassadors,,en,5,"awards,graduate,it",2025-08-09T20:44:13.983131+00:00,2025-08-09T20:44:13.983131+00:00,,,,,
polymtl_bourses,Polytechnique Montréal – Bourses,https://www.polymtl.ca,https://www.polymtl.ca/aidefinanciere,Aide financière et bourses,,fr,5,"ai,aide,aide financière,bourse,bourses",2025-08-09T20:43:43.719990+00:00,2025-08-09T20:43:43.719990+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards/adel-s-sedra-distinguished-graduate-award,Adel S. Sedra Distinguished Graduate Award,,en,5,"awards,graduate,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards/naylor-fellowships,C. David Naylor University Fellowships Endowed by a Gift from the Arthur L. Irving Foundation,,en,5,"awards,fellowship,fellowships,it,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards/data-sciences-institutes-doctoral-student-fellowship,Data Sciences Institute’s Doctoral Student Fellowship,,en,5,"awards,data science,fellowship,it,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,PhD
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards/data-sciences-institutes-postdoctoral-fellowship,Data Sciences Institute’s Postdoctoral Fellowship,,en,5,"awards,data science,fellowship,it,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,PhD
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards/ontario-graduate-scholarship,Ontario Graduate Scholarship,,en,5,"awards,graduate,scholarship",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,Canada,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-funding/financial-aid-advising,Financial Aid & Advising,,en,5,"ai,awards,financial aid,funding,ia",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-funding/financial-aid-advising/government-university-financial-assistance,Financial Assistance,,en,5,"ai,awards,funding,ia,it",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-funding/financial-aid-advising/financial-wellness-resources/budgeting-and-saving,Budgeting and Saving,,en,5,"ai,awards,funding,ia,ti",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-funding/financial-aid-advising/financial-wellness-resources/debt-management-credit-and-borrowing,"Debt Management, Credit, and Borrowing",,en,5,"ai,awards,funding,ia,it",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-funding/financial-aid-advising/financial-wellness-resources/financial-fraud-and-scams,Financial Fraud and Scams,,en,5,"ai,awards,funding,ia,ms",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
uoft_sgs_awards,University of Toronto – SGS Awards,https://www.sgs.utoronto.ca,https://www.sgs.utoronto.ca/awards-category/financial-assistance,SGS Financial Assistance: Grants and Bursaries,,en,5,"awards,bursaries,grant,grants,ia",2025-08-09T20:44:22.155810+00:00,2025-08-09T20:44:22.155810+00:00,,,,,
